0.207218,0.223801,0.003397,0.258988,-0.177967,-1.071303,0.370482,-0.350585,-0.267921,0.629148,0.117318,0.071556,0.333488,0.102623,0.010297,0.022297,-0.290987
0.123439,0.190611,0.043294,0.119277,0.009158,0.344282,-0.470804,0.327525,-0.277743,0.481078,0.194248,-0.027563,0.507534,-0.366398,0.534029,0.264534,0.267251
0.043121,-0.667547,0.078426,0.074843,-0.854149,-0.081935,0.437030,0.123442,0.774277,0.413255,-0.085369,0.379599,0.141972,-0.843200,-0.013702,0.271998,0.282298
-0.120711,0.544020,0.010387,-0.184713,-0.298187,0.662613,-1.486448,0.048902,0.334849,-0.130847,-0.006852,0.482975,-0.110697,0.137957,-0.496971,-0.128018,-0.420507
0.011395,-0.855775,-0.176055,0.206093,-0.214986,-0.172848,0.052488,0.203075,-0.035493,0.149985,-0.402797,0.418150,0.745674,-0.022103,-0.008050,0.079796,0.039154
0.157649,0.284865,0.267140,-0.382931,0.220369,0.558129,0.288379,-0.047606,-0.211645,-0.677899,0.603282,-0.090169,0.057065,-0.285329,0.314418,0.171680,0.006630
-0.169547,-0.090322,0.361375,-0.130236,0.155109,0.259590,0.228417,0.196080,0.303040,-0.117241,0.151912,-0.221318,0.280105,-0.024216,0.018225,0.024495,-0.058166
0.218751,0.238430,-0.123734,0.121898,0.468925,-0.281855,-0.401869,-0.161857,0.140543,0.455551,0.159727,-0.755723,0.166542,0.186340,-0.380032,0.097948,-0.257679
0.131547,0.385952,-0.284045,0.085768,0.276191,-0.493449,-0.454741,0.040664,0.620216,0.410164,0.045492,-0.412571,0.135626,-0.583948,0.369447,0.024894,0.369694
0.069352,1.079513,-0.141514,0.267669,-0.919900,-0.237004,0.354764,0.329294,0.023615,0.250759,0.134877,-0.195835,-0.498591,-0.112443,-0.201427,-0.100299,0.159356
0.024466,0.059362,-0.509199,-0.248388,0.299652,0.037465,0.268565,-0.367898,0.617236,-0.880217,-0.180241,0.115475,-0.341211,0.516276,-0.669010,0.126824,0.040290
-0.069453,0.318121,0.537920,-0.355174,0.078279,-0.110879,0.107429,0.117105,0.775937,0.088381,0.004738,0.191970,-0.923509,-0.615101,0.630996,0.126671,0.175031
-0.283606,0.105275,0.188667,-0.331233,0.553994,0.646437,0.320436,-0.004466,-0.491525,-0.445235,-0.415702,-0.150152,-0.849644,-0.718778,-0.481303,0.109700,-0.233867
0.272917,0.217171,0.247497,0.119869,-0.296511,-0.151755,0.068580,-0.121738,0.109102,0.070933,0.061671,-0.212673,-0.306616,0.111603,0.064892,-0.111099,-0.082018
0.159769,-0.346991,0.184426,0.228042,-0.090426,0.134533,-0.145314,-0.285147,-0.296040,-0.146549,0.123923,-0.248450,-0.200056,-0.140202,0.145663,-0.309409,0.023160
-0.314776,0.144860,0.459236,-0.469780,0.749746,0.045309,0.194754,1.136442,-0.004031,0.374865,-0.539595,0.193617,-0.423733,0.209904,0.283380,-0.113502,0.120916
-1.005451,-0.349450,0.045938,-0.436374,-0.000658,-0.239875,0.156614,-0.129098,-0.092230,0.387548,0.057093,-0.276857,0.368189,0.057389,0.108216,0.170035,0.194541
-0.414202,-0.001494,0.051629,-0.102407,-0.289037,-0.292357,-0.097798,-0.363900,-0.227319,0.701532,-0.136556,0.091222,0.544243,-0.264605,-0.034627,-0.428873,0.043767
0.292992,0.183952,-0.867702,-0.383417,0.396940,0.140713,-0.233242,-0.259784,0.001116,1.341386,0.098441,0.279096,0.728291,0.254632,0.154795,-0.213614,-0.117121
0.995049,-0.573512,-0.320480,-0.127659,-0.793523,-0.175329,-0.151904,-0.379248,0.069346,0.233648,-0.319792,0.168686,0.034586,-0.496627,0.111836,0.697765,-0.407940
-0.673465,0.037464,0.951444,-0.054716,-0.596307,0.154366,-0.193144,-0.904942,0.251677,0.489437,-0.061839,-0.007873,0.878825,0.599618,0.143954,0.778324,-0.063658
-0.857737,0.437508,-0.028959,-0.217558,-0.278529,0.040157,0.114344,0.468042,-0.064226,0.025421,0.238384,0.305199,0.063465,0.553560,-0.185664,-0.134788,-0.132899
-0.590002,-0.083644,0.424780,0.447100,0.246305,0.582260,0.132308,0.829549,-0.088404,0.082614,0.311779,-0.263774,0.185300,-0.617528,-0.237811,0.795963,0.248586
-0.296932,-0.204138,0.202834,0.049361,-0.125448,0.033959,-0.131223,0.158324,-0.186685,0.335135,-0.057602,0.017938,-1.117685,0.892537,0.135576,0.876528,0.358404
0.057307,0.308596,0.304102,0.053781,0.165623,0.372982,0.233230,-0.644222,-0.032862,0.475878,0.366138,0.156105,-0.086747,0.110864,0.158709,-0.931967,-0.089893
0.315636,0.299594,0.338617,0.789255,-0.639309,0.353314,-0.278310,-0.102137,-0.219869,-0.711507,-0.045540,-0.012761,0.174085,0.097550,0.007120,0.277562,-0.336624
-0.075856,0.902945,-0.365566,-0.204916,-0.155734,-0.767088,0.073770,-0.023499,0.274136,-0.324695,0.730616,0.039521,-0.223158,0.216623,-0.002030,0.601831,-0.563835
0.277021,0.180085,0.442744,-0.701478,-0.398951,0.667770,-0.276190,0.532828,0.022997,0.110109,-0.473858,0.137172,0.287205,1.240242,0.237407,-0.521864,-0.073192
-0.003256,-0.333276,1.463910,-0.426246,0.262842,0.198416,0.248727,0.216493,0.280628,0.252757,0.470551,-0.122456,0.279077,-0.952906,-0.286963,-0.089211,0.331900
0.166836,-0.210952,-0.186869,-0.014197,-0.160252,0.075767,0.081830,-0.034287,0.133555,-0.294663,0.043069,-0.015958,-0.223259,-0.185219,-0.280293,-0.199010,0.136339
0.096607,0.071094,0.237213,0.287375,-0.468880,0.444570,-1.175482,0.998163,0.649697,0.929471,0.023381,0.635434,-0.529797,-1.004580,0.329933,0.033208,-0.395175
0.064799,0.278080,0.447104,-0.313365,-0.250000,-0.321110,0.902024,0.115041,-0.324117,0.267607,-0.798804,0.875877,0.236179,-0.682578,-0.801832,0.719491,0.202739
-0.088240,0.427154,-0.020265,0.249784,-0.629153,0.532584,-0.356968,-0.481522,-1.426011,1.342256,-0.234855,0.343874,0.370605,0.007428,-1.284214,-0.406311,0.159219
0.331206,0.407081,0.621650,-0.771457,-0.397301,0.023531,-0.412239,-0.689556,0.122783,0.458619,-0.361758,0.320216,-0.152322,-0.511294,0.496701,0.191059,-0.073668
0.843288,0.284319,0.028995,-0.181704,-0.572059,-0.199069,-0.075264,0.454989,0.163466,0.545201,0.138792,-0.764262,-0.026612,0.475253,-0.283738,-0.864267,-0.112336
-0.712876,0.076972,0.158714,0.445981,0.073178,0.496998,-0.014134,-0.420788,0.070005,-0.288164,-1.028859,0.182938,-0.038020,0.444833,0.094650,-0.186007,-0.144983
0.243965,-0.331406,0.017928,-0.092207,0.013102,-0.182542,-0.266351,-0.144465,0.120010,-0.241062,0.152326,-0.187339,-0.083560,0.226691,-0.008057,0.109808,-0.084521
-0.066662,-0.460203,0.782931,0.676879,-0.673756,0.786939,-0.346358,-0.090727,-0.143034,-0.935127,1.125559,0.883255,1.027686,-0.529891,-0.943835,-0.110163,0.251138
-0.126546,-0.083420,0.167951,0.197467,-0.177478,-0.283530,-0.269439,0.164840,0.000067,0.049063,-0.064697,0.038603,-0.192720,0.053501,0.276779,-0.265204,0.057174
0.635312,0.330496,-0.676726,0.408905,-1.013055,-0.549245,0.101403,-0.325115,1.148152,-0.124893,0.194404,0.845217,-0.309449,0.228417,-1.385951,-0.046026,-0.291946
-0.070518,0.451494,-0.106904,-0.004335,0.153459,0.220105,-0.625576,-0.117706,-0.892183,-0.100148,-0.522073,0.150750,0.302791,0.492626,-0.069394,0.282042,-0.104607
-0.288435,0.243773,-0.141659,-0.185405,-0.142409,-0.231956,-0.242018,0.235718,-0.220564,-0.275540,-0.283807,-0.095012,0.121207,0.223469,-0.081692,0.287843,0.006731
0.188062,-0.031697,0.250815,0.728527,-1.279238,0.725336,0.116039,-1.329842,0.569383,-0.310084,0.246967,0.131837,-0.661402,-0.080566,1.172757,-0.318123,0.169302
-0.257593,-0.089488,0.568263,-0.230148,-0.035976,-0.155647,-0.048068,0.521261,1.221765,-0.357462,-0.478640,0.057722,1.569710,0.072743,-1.751208,0.102220,0.393722
0.258078,-0.096824,-0.078762,-0.278933,-0.257196,-0.273163,-0.006642,-0.288708,-0.016032,-0.290141,-0.127638,0.002582,0.060829,-0.090136,-0.007855,0.200989,-0.051975
0.139843,0.010927,0.146030,0.114299,0.001684,0.556175,1.047572,1.233796,0.616114,0.233982,0.012985,-1.121678,-0.518119,0.322049,-0.493108,-0.720070,0.218994
